year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,sellingprice,saledate
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab3dn715285,ma,3.6,41743.0mi,brown,black,enterprise veh exchange/rental,$10800,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Toyota,Camry,LE,Sedan,automatic,4t1bk3ek8bu121736,tx,2.7,57937.0mi,silver,silver,prestige financial services,$11300,Tue Mar 10 2015 03:30:00 GMT-0700 (PDT)
2005,Chevrolet,Silverado 2500HD,Base,Regular Cab,automatic,1gchc24u45e226703,oh,1.0,202111.0mi,white,black,american electric power service,$2200,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2012,Volkswagen,Touareg,VR6 Lux,suv,automatic,wvgef9bp7cd008611,fl,3.5,37420.0mi,—,brown,vw credit,$27200,Wed Jun 10 2015 02:40:00 GMT-0700 (PDT)
2012,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee4cc832623,pa,2.3,58753.0mi,gray,gray,the hertz corporation,$8700,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT)
2003,Chevrolet,Monte Carlo,LS,Coupe,automatic,2g1ww12e939368431,il,1.9,138524.0mi,burgundy,gray,toyota of naperville inc,$750,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54p18r767895,ny,2.9,111593.0mi,blue,gray,adk auto brokers inc,$5700,Thu Jan 15 2015 01:45:00 GMT-0800 (PST)
2012,Honda,CR-V,EX-L,suv,automatic,2hkrm3h72ch502787,fl,5.0,30353.0mi,silver,gray,hendrick honda daytona,$21700,Tue Jun 16 2015 02:10:00 GMT-0700 (PDT)
2007,Buick,LaCrosse,CXL,Sedan,automatic,2g4wd582371155802,md,2.7,112482.0mi,gray,black,jim coleman cadillac infiniti,$5700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2007,GMC,Envoy,Denali,SUV,automatic,1gket63m572100032,va,2.6,188753.0mi,silver,black,apple fcu,$3000,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2014,Hyundai,Santa Fe Sport,Sport,SUV,automatic,5xyztdlbxeg144854,ca,2.0,25019.0mi,white,gray,enterprise vehicle exchange / tra / rental / tulsa,$16500,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2013,Subaru,Legacy,2.5i Sport,Sedan,automatic,4s3bmcg66d3047353,in,3.6,91039.0mi,black,black,federated financial corporation,$11000,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2011,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,wa1dgafe6bd008745,oh,3.8,42283.0mi,black,black,luxury motor car company,$36400,Thu Mar 05 2015 02:30:00 GMT-0800 (PST)
2011,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej7bm138033,nv,2.9,33275.0mi,green,gray,"ford motor credit company,llc",$7400,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad2au070023,mo,2.5,66618.0mi,gold,gray,remarketing by ge/meritrust credit union,$6500,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u8y0159376,pa,4.4,95525.0mi,gray,beige,autocelli inc,$6400,Fri Jan 02 2015 09:15:00 GMT-0800 (PST)
2008,Mazda,CX-7,Grand Touring,SUV,automatic,jm3er293780185249,mo,3.4,99566.0mi,silver,tan,baxter chrysler jeep dodge,$7900,Wed Jan 07 2015 10:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fk4cu503847,nc,3.9,30444.0mi,blue,black,t & k enterprises of mt airy inc,$18400,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
2013,Scion,FR-S,Base,coupe,automatic,jf1znaa11d2707890,fl,3.9,26161.0mi,white,black,world omni financial corporation,$19200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,2g1wc5e34e1107557,pa,4.6,39106.0mi,white,black,enterprise veh exchange/rental,$13500,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2009,Ford,Focus,SES,Coupe,automatic,1fahp33n99w200656,mo,2.0,74122.0mi,silver,black,central bank of the midwest,$4700,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2011,Ford,Transit Connect,Cargo Van XL,Minivan,automatic,nm0ls7an1bt068798,ny,2.5,34914.0mi,white,gray,"ford motor credit company,llc",$11900,Wed Jan 07 2015 09:20:00 GMT-0800 (PST)
2013,FIAT,500,Pop,Hatchback,automatic,3c3cffar6dt567872,fl,3.6,35002.0mi,white,black,tdaf remarketing,$9000,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j92eud18894,mo,4.7,9169.0mi,silver,black,avis budget group,$25500,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
2012,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c56cdu57274,oh,3.9,48234.0mi,black,black,financial services remarketing (lease),$33000,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac4ch436390,oh,4.4,29605.0mi,black,gray,hyundai motor finance,$12300,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac5dh578913,tn,3.8,31415.0mi,red,tan,hyundai motor finance,$12100,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2011,Chevrolet,HHR,LS,Wagon,automatic,3gnbaafw4bs644885,ca,2.9,106793.0mi,silver,black,wheels exchange llc,$4700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2012,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3bl5cda88329,ga,4.7,50371.0mi,white,gray,centerpoint auto exchange llc,$20600,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2006,Toyota,Camry Solara,SLE V6,Convertible,automatic,4t1fa38p06u084134,ga,3.5,91735.0mi,red,tan,germain toyota of naples/germain scion of naples,$8100,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
2009,Volkswagen,Jetta,TDI,sedan,automatic,3vwrl71k89m131725,ca,3.0,222023.0mi,gray,black,arrowhead auto group inc,$4300,Thu May 28 2015 05:00:00 GMT-0700 (PDT)
2007,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a8fy58b47t575455,fl,3.1,134367.0mi,blue,gray,courtesy nissan of tampa,$2600,Thu Mar 05 2015 08:20:00 GMT-0800 (PST)
2013,Ford,Escape,SE,suv,automatic,1fmcu9gx5dud55720,mn,3.9,49142.0mi,—,black,hertz car exchange inc/oklahoma city,$14700,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,Work Truck,Crew Cab,automatic,3gtec13c58g243402,tx,3.5,85461.0mi,gray,black,autonation chevrolet north richland hills,$13200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e35d1259690,ne,3.5,52466.0mi,gray,gray,dtg operations inc,$10700,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Kia,Sorento,Base,SUV,automatic,5xykt4a10bg180267,fl,4.0,88304.0mi,gray,gray,regional acceptance corporation / greenville,$10800,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e37d1255197,mo,3.6,53357.0mi,white,black,the hertz corporation,$11100,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2006,Mercury,Milan,Premier,sedan,automatic,3mehm08116r602224,fl,3.5,73551.0mi,red,black,capital one auto finance,$6100,Wed Jun 17 2015 02:10:00 GMT-0700 (PDT)
2003,Volkswagen,New Beetle,GLS,Hatchback,automatic,3vwck21c83m430739,tx,2.1,103402.0mi,silver,black,david mcdavids plano lincoln,$700,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
1998,Toyota,Corolla,VE,Sedan,automatic,2t1br12e4wc099675,pa,2.0,191681.0mi,pink,beige,purple heart,$400,Tue Jan 20 2015 05:01:00 GMT-0800 (PST)
1999,Mercedes-Benz,M-Class,ML320,SUV,automatic,4jgab54e3xa098989,nv,1.9,184142.0mi,white,beige,honest abe auto sales iii,$1000,Thu Jan 22 2015 03:45:00 GMT-0800 (PST)
2011,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc2br770205,fl,2.9,31391.0mi,red,black,best buy repos inc,$13800,Wed Feb 11 2015 01:35:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag8cc114947,oh,4.5,35721.0mi,gold,black,fiserv/usb dealer services northstar exchange,$23000,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1e7156346,mn,2.9,45149.0mi,gray,black,hertz car exchange inc/oklahoma city,$9800,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2012,Ram,1500,ST,Quad Cab,automatic,1c6rd6fk1cs113768,tx,3.8,31530.0mi,gray,gray,credit acceptance corp/vrs/southfield,$15700,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2003,Cadillac,CTS,Base,sedan,automatic,1g6dm57n730161022,va,2.7,102185.0mi,white,black,brown's manassas subaru,$2800,Thu Jun 11 2015 02:05:00 GMT-0700 (PDT)
2013,Chevrolet,Sonic,LTZ,Hatchback,automatic,1g1je6sg4d4189519,fl,3.6,46538.0mi,white,black,the hertz corporation,$8900,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
2004,Volvo,XC90,2.5T,suv,automatic,yv1cn59h641105737,ga,3.9,115118.0mi,black,gray,rick hendrick toyota scion sandy springs,$4800,Tue May 26 2015 06:00:00 GMT-0700 (PDT)
2004,Mazda,Mazda6,s,Wagon,automatic,1yvfp82d945n82302,fl,2.9,155841.0mi,gray,gray,rick case hyundai inc,$2400,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,sedan,automatic,2g1wg5e30d1225219,ca,3.2,53863.0mi,white,black,the hertz corporation,$9000,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2006,Dodge,Charger,SE,Sedan,automatic,2b3ka43g76h160789,tx,1.9,149315.0mi,white,gray,united auto credit/hurst,$3300,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2005,Honda,Odyssey,EX,Minivan,automatic,5fnrl38485b407290,fl,1.9,111769.0mi,blue,tan,lexus of tampa bay,$4400,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et5cfc04604,oh,4.3,48310.0mi,gray,gray,u s auto importing & sales,$22600,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha4cr306978,ca,2.7,85812.0mi,silver,silver,wheels exchange llc,$8100,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Ram,3500,Laramie,Crew Cab,automatic,3c63drjl8cg220301,nv,4.1,71007.0mi,black,black,trailer source inc,$36000,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
2009,Audi,S5,quattro,Coupe,manual,waurv78t29a020139,nv,3.5,83342.0mi,white,black,audi henderson,$25200,Fri Jan 09 2015 11:45:00 GMT-0800 (PST)
2014,Toyota,Corolla,LE,sedan,automatic,2t1burhe6ec226574,nj,2.8,3246.0mi,red,gray,toyota financial services,$12900,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg2dr678676,ca,3.1,48768.0mi,white,black,dtg operations inc,$13800,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap5cc822392,nv,4.0,65489.0mi,blue,black,uncle maxs auto sales & leasing,$13700,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2004,Cadillac,Escalade EXT,Base,Crew Cab,automatic,3gyek62n14g191676,ne,2.4,128762.0mi,black,tan,infiniti of omaha,$10400,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae8cu277290,fl,4.0,31983.0mi,blue,beige,fidelity bank,$10900,Wed Feb 11 2015 07:10:00 GMT-0800 (PST)
2013,BMW,5 Series,550i,Sedan,automatic,wbafr9c50ddx79729,ca,4.2,15140.0mi,black,tan,financial services remarketing (lease),$46000,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2009,Honda,Accord,LX-P,Sedan,automatic,1hgcp26439a026003,ca,2.4,84965.0mi,gold,gray,wells fargo dealer services,$8700,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Convertible,automatic,wbadx7c51ce745325,ca,2.4,22310.0mi,black,black,financial services remarketing (lease),$33000,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2004,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ac44g44e044390,in,2.3,98708.0mi,silver,black,santander consumer,$2700,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
2005,Ford,Taurus,SE,Sedan,automatic,1fafp532x5a164945,nj,2.9,87618.0mi,silver,gray,all american ford inc,$2200,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpcreh8eg260769,tx,2.0,22415.0mi,white,black,santander consumer,$23100,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2012,Kia,Soul,+,Wagon,automatic,kndjt2a67c7386843,oh,3.8,55228.0mi,green,black,mentor mitsubishi,$10100,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2009,Cadillac,CTS-V,Base,Sedan,automatic,1g6dn57p090167851,ne,3.7,24120.0mi,black,black,willis cadillac inc,$34700,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2009,Pontiac,G6,Base,Sedan,automatic,1g2zg57b994190382,wi,1.9,54315.0mi,gray,black,capital one auto finance,$3800,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb1da723472,ca,3.4,19854.0mi,black,black,mercedes-benz financial services,$28000,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fk1cu011485,wi,3.7,35155.0mi,silver,black,toyota financial services,$17200,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,manual,1ftlr4fe8bpa76864,mi,5.0,13342.0mi,blue,black,automobiles paille inc,$18100,Thu Feb 26 2015 01:30:00 GMT-0800 (PST)
2007,Dodge,Caliber,SXT,Wagon,automatic,1b3hb48bx7d416667,pa,1.9,136517.0mi,silver,gray,pra receivables management llc,$2000,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2012,Jeep,Wrangler,Unlimited Sport,suv,manual,1c4bjwdg2cl244834,wa,4.0,41517.0mi,silver,black,xcar inc,$21400,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
2002,Lincoln,LS,Base,Sedan,automatic,1lnhm87a32y698768,md,2.0,73308.0mi,gray,gray,northwest bmw,$2700,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2010,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5d19ar198673,ga,2.3,100468.0mi,black,gray,peach state fcu,$4200,Thu May 07 2015 03:00:00 GMT-0700 (PDT)
2012,Lexus,IS 250,Base,Sedan,automatic,jthcf5c20c5053843,nj,2.9,41444.0mi,red,black,lexus financial services,$19000,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
2014,Chrysler,300,C,Sedan,automatic,2c3ccaeg3eh382418,ca,1.0,4096.0mi,white,black,enterprise vehicle exchange / tra / rental / tulsa,$14600,Tue May 19 2015 06:00:00 GMT-0700 (PDT)
2014,Dodge,Durango,Limited,SUV,automatic,1c4rdjdg5ec537896,va,4.0,21413.0mi,blue,black,pv holding inc/gdp,$30800,Wed Jan 28 2015 16:00:00 GMT-0800 (PST)
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f27el158015,mo,3.9,34709.0mi,white,gray,ars/avis budget group,$11600,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2014,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6eu420234,nc,3.9,11045.0mi,silver,black,toyota motor sales usa inc/marshalled units,$16500,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2007,Ford,Freestyle,SEL,Wagon,automatic,1fmdk02187ga24500,ca,1.8,191682.0mi,silver,gray,time finance co,$1750,Wed Feb 25 2015 04:05:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn559179,il,4.6,33521.0mi,gray,black,nissan-infiniti lt,$13600,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2002,Ford,Explorer,XLT,suv,automatic,1fmzu73e42za12268,nv,2.8,128754.0mi,burgundy,gray,stephen wade auto center,$2400,Thu Jun 18 2015 04:50:00 GMT-0700 (PDT)
2014,Infiniti,Q60 Convertible,Base,Q60 Convertible,automatic,jn1cv6fe2em902043,tn,4.5,14971.0mi,—,black,nissan north america inc.,$36800,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2013,Ford,Escape,SE,SUV,automatic,1fmcu0gx1duc77562,mo,3.9,25546.0mi,blue,gray,"ford motor credit company,llc",$16900,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
2010,Ford,Focus,SE,Sedan,automatic,1fahp3fn6aw182827,mo,3.5,117578.0mi,black,gray,overland park mazda,$5800,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f84eg163665,ga,4.9,13157.0mi,gray,black,avis budget group,$21800,Mon Jan 12 2015 10:00:00 GMT-0800 (PST)
2012,Acura,TSX,Special Edition,Sedan,manual,jh4cu2e8xcc011861,ga,1.9,65331.0mi,black,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",$13200,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Lexus,IS 250,Base,Sedan,automatic,jthbf5c2xd5189541,fl,3.7,40801.0mi,black,black,lexus financial services,$21400,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2005,Audi,A4,1.8T quattro,Sedan,manual,waulc68e05a123125,tn,1.9,129900.0mi,white,black,dt credit corporation,$3400,Tue Feb 24 2015 02:30:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19v831101541,nv,2.7,147289.0mi,gold,gray,amigo auto sales,$4200,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2001,Honda,Civic,LX,Sedan,automatic,jhmes16561s007550,va,2.9,173966.0mi,silver,—,browns arlington honda,$1800,Thu Jan 15 2015 01:05:00 GMT-0800 (PST)
2011,Ford,Ranger,SPORT,SuperCab,manual,1ftlr4fe9bpb03084,pa,4.3,29676.0mi,silver,black,big tree auto brokers,$17400,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,2gcec19t451367723,ca,3.5,142317.0mi,silver,gray,r & b auto center inc,$7400,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
2011,Mazda,CX-9,Grand Touring,SUV,automatic,jm3tb3dv5b0309973,nj,3.3,63074.0mi,white,beige,"jpmorgan chase bank,n.a.",$16800,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap1bc838927,ga,1.9,38887.0mi,burgundy,black,young motors llc,$17400,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2012,Ford,Taurus,SEL,Sedan,automatic,1fahp2ew7cg129796,il,4.7,29394.0mi,white,tan,"ford motor credit company,llc",$15000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2001,Volkswagen,Passat,GLS 1.8T,Sedan,automatic,wvwpd63b01p272236,ca,1.9,120079.0mi,black,beige,mercedes benz of laguna niguel,$1100,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2015,Kia,Sorento,LX,suv,automatic,5xyktca64fg571353,oh,5.0,9183.0mi,black,black,"kia motors america, inc",$21300,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT)
2005,MINI,Cooper,Base,Convertible,manual,wmwrf335x5tf62816,ca,2.1,129801.0mi,red,black,nextgear capital,$2700,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2011,Ford,Fusion,S,sedan,automatic,3fahp0ga3br287453,or,4.3,31111.0mi,white,gray,lease plan usa,$10700,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
2010,Cadillac,Escalade,Premium,SUV,automatic,1gyukcef0ar226783,mo,4.8,90545.0mi,gray,black,plaza motor company,$25000,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
2014,Kia,Sorento,LX,SUV,automatic,5xykt3a62eg518441,tx,4.9,15948.0mi,blue,black,"kia motors america, inc",$18500,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,2d8gp44l56r870073,pa,2.5,100473.0mi,blue,gray,daniel thomas sales,$4600,Fri Feb 20 2015 09:30:00 GMT-0800 (PST)
2013,Nissan,Juke,S,Hatchback,automatic,jn8af5mrxdt217184,fl,4.4,26419.0mi,off-white,black,nissan-infiniti lt,$14400,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2012,Honda,Accord,LX,sedan,automatic,1hgcp2f33ca132028,pa,2.7,29389.0mi,silver,gray,"ahfc/honda lease trust/hvt, inc. eot",$11000,Thu May 28 2015 06:15:00 GMT-0700 (PDT)
2014,Subaru,XV Crosstrek,Premium,SUV,automatic,jf2gpacc1e8231201,or,3.6,25647.0mi,orange,beige,dollar rac/portland,$20500,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2003,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u231233961,wa,1.9,199198.0mi,white,gray,lease plan usa,$2700,Wed Feb 11 2015 06:25:00 GMT-0800 (PST)
2008,MINI,Cooper,S,Hatchback,automatic,wmwmf73568tv32988,va,3.3,104168.0mi,gray,gray,browns fairfax nissan,$6700,Thu Feb 19 2015 01:05:00 GMT-0800 (PST)
2012,Chevrolet,Sonic,LS,Sedan,automatic,1g1ja5sh5c4222640,tx,4.1,54746.0mi,red,gray,santander consumer,$7100,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2009,Toyota,Corolla,XRS,Sedan,manual,2t1be40e19c026378,nj,1.9,59305.0mi,black,—,wells fargo dealer services,$6400,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bdu54138,ca,4.3,40276.0mi,black,black,financial services remarketing (lease),$28600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2013,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ft7x2b65deb76672,tx,3.6,50500.0mi,white,gray,"enterprise fleet management exchange, inc.",$20400,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3n1ce2cp1el422312,ca,4.9,32387.0mi,white,black,nissan motor acceptance corporation,$9500,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd0er252356,fl,4.4,12160.0mi,—,black,"ford motor credit company,llc",$16300,Thu Feb 12 2015 01:00:00 GMT-0800 (PST)
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0ja5cr371929,tx,3.7,39697.0mi,blue,black,westlake financial services,$12800,Tue Mar 10 2015 03:30:00 GMT-0700 (PDT)
2011,Ford,F-150,XLT,SuperCab,automatic,1ftfx1efxbfc09092,ny,2.8,65806.0mi,blue,gray,"ford motor credit company,llc",$16700,Mon Dec 22 2014 14:00:00 GMT-0800 (PST)
2013,Dodge,Charger,SXT,Sedan,automatic,2c3cdxhgxdh605404,ca,3.0,40524.0mi,white,black,avis corporation,$17900,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l75r316629,va,2.1,135303.0mi,green,gray,brown's chantilly mazda,$2600,Thu Jan 22 2015 01:05:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd4er144063,tx,4.0,45378.0mi,silver,black,avis corporation,$14400,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2007,GMC,Acadia,SLT-2,suv,automatic,1gkev33777j106102,nj,2.5,83132.0mi,gray,black,straight motor sales inc,$9000,Tue Jun 02 2015 05:45:00 GMT-0700 (PDT)
2008,Cadillac,Escalade ESV,Base,suv,automatic,1gyfk66808r168341,tn,2.8,108628.0mi,black,black,sullivan auto group llc,$22500,Wed Jul 08 2015 07:30:00 GMT-0700 (PDT)
2010,Jeep,Liberty,Sport,SUV,automatic,1j4pn2gk8aw166682,mi,5.0,54147.0mi,gray,gray,kevins marysville auto sales inc,$13900,Thu Feb 05 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7dn643416,ca,3.5,54989.0mi,silver,—,dtg operations inc,$9700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2014,Kia,Sorento,LX,SUV,automatic,5xykt3a65eg469770,mo,4.8,24388.0mi,silver,gray,santander consumer,$16500,Wed Dec 31 2014 10:30:00 GMT-0800 (PST)
2011,Ram,1500,ST,Quad Cab,automatic,1d7rb1gk6bs550492,fl,4.3,54008.0mi,silver,gray,chrysler capital,$17700,Thu Mar 05 2015 01:35:00 GMT-0800 (PST)
2013,Chrysler,200,Touring,sedan,automatic,1c3ccbbb6dn655971,fl,2.9,54566.0mi,red,black,dtg operations inc,$9700,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5eu6cf295722,va,3.9,80336.0mi,silver,gray,lease plan usa,$7100,Thu Feb 19 2015 01:20:00 GMT-0800 (PST)
2011,Ford,Escape,XLS,SUV,automatic,1fmcu0c74bkc53402,fl,2.9,66877.0mi,—,tan,lease plan usa,$9400,Thu Feb 26 2015 16:00:00 GMT-0800 (PST)
2014,Kia,Forte,LX,Sedan,automatic,knafx4a60e5218446,nv,4.6,10174.0mi,silver,gray,"kia motors america, inc",$13200,Fri Mar 06 2015 04:00:00 GMT-0800 (PST)
2014,Mazda,CX-9,Touring,suv,automatic,jm3tb2ca0e0434716,tn,3.9,31458.0mi,—,tan,avis corporation,$20500,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2012,Toyota,Venza,XLE,wagon,automatic,4t3za3bb0cu061997,fl,4.3,41960.0mi,white,beige,world omni financial corporation,$17800,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse75dg259434,mn,3.7,18178.0mi,white,black,matt saxe chevrolet buick inc,$27500,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2005,Mazda,Mazda3,SP23 Special Edition,Sedan,automatic,jm1bk323851219981,md,2.8,171456.0mi,silver,black,355 toyota,$2000,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
